"Organização";"Nome";"Descrição";"Tags";"Quantidade Recursos";"Quantidade Reusos";"Quantidade Downloads"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Família Ferrez";"Contém informações sobre o acervo documental de cerca de 40 mil itens acumulados e preservados ao longo de mais de 150 anos. Inclui os arquivos pessoais de Gilberto Ferrez, do seu pai, tio e avô, respectivamente, Júlio, Luciano e Marc Ferrez, além do arquivo da firma comercial que possuíam. Informações a serem disponibilizadas: Número de acessos à base de dados; Fundo; Data; Conteúdo; Local; Assunto; Autoria.";"Arquivo Nacional";"4";"0";"5"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Fluxo de Compartilhamento de Dados Pessoais do Cadastro Ambiental Rural (CAR)";"Este fluxo detalhado foi criado para o compartilhamento de dados pessoais do Cadastro Ambiental Rural (CAR) com órgãos e entidades da administração pública federal direta, autárquica e fundacional, os demais Poderes da União e os estados. O processo é conduzido em estrito cumprimento da Lei nº 13.709, de 14 de agosto de 2018 (Lei Geral de Proteção de Dados Pessoais - LGPD) e do Decreto nº 10.046, de 9 de outubro de 2019, garantindo a governança e a segurança no tratamento e compartilhamento das informações.";"Cadastro,Código Florestal,Meio Ambiente";"1";"0";"141"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Abono Permanência";"Contempla os dados cadastrais de servidores públicos federais que recebem abono permanência, como nome, CPF, cargo, órgão. O abono de permanência é um benefício pecuniário concedido ao servidor que opte por permanecer em atividade após ter cumprido todos os requisitos para aposentadoria voluntária, no valor equivalente à sua contribuição previdenciária, até completar as exigências para a aposentadoria compulsória.";"Poder Executivo,abono,abono permanência";"110";"0";"1206"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Afastamentos e Licenças";"Contempla os dados cadastrais individualizados de servidores/empregados públicos do Poder Executivo Federal, como nome, CPF, cargo, órgão e ocorrência de afastamento/licença. Os servidores públicos civis da União, das autarquias e das fundações públicas federais dispõem de um rol de afastamentos, licenças e ausências previstos, em regra, na Lei nº 8.112 de 11 de dezembro de 1990, e relacionados a fatos geradores e requisitos próprios. Licenças e afastamentos dos empregados públicos são regidos por legislação própria.";"Afastamento,Licença,Poder Executivo,Servidor Público";"100";"0";"3090"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Anistiados";"Conjunto de dados referente aos anistiados políticos, conforme a Lei nº10.559 de 13 de Novembro de 2002.";"Anistiados,Anistiados Políticos";"5";"0";"2314"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Auxílio Natalidade";"Contempla dados cadastrais e financeiros dos servidores públicos ativos do Poder Executivo Federal Civil que recebem Auxílio Natalidade.
O conjunto de dados não contempla os servidores da Agência Brasileira de Inteligência, Banco Central do Brasil, Defensoria Pública da União, Departamento de Polícia Federal, Departamento de Polícia Rodoviária Federal e os servidores da Carreira de Execução Penal. O Auxílio Natalidade é um benefício devido à servidora por motivo de nascimento de filho, inclusive natimorto, em quantia equivalente ao menor vencimento do serviço público federal vigente na data do nascimento, sendo acrescido de 50% (cinquenta por cento), por nascituro, na hipótese de parto múltiplo. O auxílio natalidade é devido ao cônjuge ou companheiro (servidor público federal), quando a genitora não for ocupante de cargo efetivo regido pela Lei nº 8.112, de 1990. O servidor aposentado possui direito ao auxílio-natalidade.";"Poder Executivo Federal,auxílio,natalidade,servidor público";"46";"0";"357"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Auxílio Pré-escolar";"Contempla dados cadastrais e financeiros dos servidores públicos ativos do Poder Executivo Federal Civil que recebem Auxílio Pré-Escolar. Arquivo em formato CSV.
O conjunto de dados não contempla os servidores da Agência Brasileira de Inteligência, Banco Central do Brasil, Defensoria Pública da União, Departamento de Polícia Federal, Departamento de Polícia Rodoviária Federal e os servidores da Carreira de Execução Penal. O Auxílio Pré-Escolar é um benefício concedido aos servidores ativos para auxiliar nas despesas pré-escolares de filhos ou dependentes na faixa etária compreendida do nascimento aos 06 (seis) anos de idade.";"Poder Executivo Federal,Servidor Público,Servidor Público Federal,auxílio,auxílio pré-escolar";"45";"0";"446"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Auxílio-Alimentação";"o conjunto de dados 'Gestão de Pessoas (Executivo Federal) - Auxílio-Alimentação' contempla dados cadastrais e financeiros dos servidores públicos ativos do Poder Executivo Federal Civil que recebem Auxílio Alimentação. Arquivo em formato CSV.";"AUXÍLIO,Poder Executivo Federal";"40";"0";"362"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Auxílio-Funeral";"Contempla dados de pagamento do Auxílio Funeral à família ou terceiro que tenha custeado o funeral de servidor falecido em atividade ou aposentado do Poder Executivo Federal Civil. Arquivo em formato CSV.
Conceito
O auxílio funeral é um benefício concedido em razão de falecimento do servidor. É concedido à família ou a terceiro que tenha custeado o funeral de servidor falecido em atividade ou aposentado.
Caso seja custeado por familiares (cônjuge, companheiro(a), pais, filhos), o valor será equivalente a um (01) mês da remuneração ou provento.
Caso custeado por terceiros, será indenizado o valor custeado, devidamente comprovado, até o limite do valor da última remuneração ou provento do servidor falecido.";"Poder Executivo Federal,auxilio,auxilio funeral";"28";"0";"168"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Auxílio-Moradia";"O conjunto de dados 'Gestão de Pessoas (Executivo Federal) - Auxílio-Moradia contempla dados cadastrais e financeiros dos servidores públicos ativos do Poder Executivo Federal Civil que recebem Auxílio Moradia. Arquivo em formato CSV.";"Poder Executivo Federal,auxilio,moradia";"46";"0";"817"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Auxílio-Reclusão";"Contempla dados cadastrais e financeiros dos servidores públicos ativos do Poder Executivo Federal Civil que recebem Auxílio Reclusão. Arquivo em formato CSV.
O conjunto de dados não contempla os servidores da Agência Brasileira de Inteligência, Banco Central do Brasil, Defensoria Pública da União, Departamento de Polícia Federal, Departamento de Polícia Rodoviária Federal e os servidores da Carreira de Execução Penal. O Auxílio Pré-Escolar é um benefício concedido aos servidores ativos para auxiliar nas despesas pré-escolares de filhos ou dependentes na faixa etária compreendida do nascimento aos 06 (seis) anos de idade.";"Poder Executivo Federal,Servidor Público,Servidor Público Federal,auxílio,auxílio pré-escolar";"13";"0";"39"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Auxílio-Transporte";"Contempla dados cadastrais e financeiros dos servidores públicos ativos do Poder Executivo Federal Civil que recebem Auxílio Transporte. Arquivo em formato CSV.
O conjunto de dados não contempla os servidores da Agência Brasileira de Inteligência, Banco Central do Brasil, Defensoria Pública da União, Departamento de Polícia Federal, Departamento de Polícia Rodoviária Federal e os servidores da Carreira de Execução Penal. O auxílio-transporte, pago pela União, em pecúnia, possui natureza jurídica indenizatória, destinado ao custeio parcial das despesas realizadas com transporte coletivo municipal, intermunicipal ou interestadual pelo servidor ou empregado público da Administração Pública Federal direta, suas autarquias e fundações, nos deslocamentos de suas residências para os locais de trabalho e vice-versa.";"Poder Executivo Federal,auxílio,auxílio-transporte";"41";"0";"314"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Boletim Estatístico de Pessoal (BEP) - maio/1996 a dez/2016";"Demonstrativo de dados estatísticos como despesa de pessoal da União, quantitativo de servidores públicos, distribuição por faixa de remuneração, informações organizacionais.

__Conceito__

O BEP, maio/1996 a dezembro/2016, é uma publicação em formato de PDF contendo dados estatísticos de pessoal da União, atualizados mensalmente. Em março de 2017, o BEP foi substituído pelo Painel Estatístico de Pessoal (PEP), que concentra as informações estatísticas de pessoal do Poder Executivo Federal, a partir de janeiro de 2017, atualizado mensalmente.

__Política Pública__

Política pública de aperfeiçoamento contínuo dos processos de gestão de pessoas no âmbito da administração pública federal e Política Nacional de Desenvolvimento de Pessoal.

__Outras informações__

https://www.gov.br/economia/pt-br/assuntos/planejamento/gestao-publica/arquivos-e-publicacoes/bep";"BEP,PEP,Poder Executivo Federal";"1";"0";"133"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - CURRÍCULO AUTORIDADES";"Contempla os links de curriculo autoridades. Arquivo em formato ODS.
Documento com hiperlink para os currículos das autoridades ocupantes de cargos
comissionados no governo federal acessos onlines na primeira aba";"Estatísticas,Poder Executivo Federal,Servidor Público,SouGOV,adesão";"8";"0";"53"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Cargos Vagos e Vacâncias";"O conjunto contempla os cargos públicos no Poder Executivo Federal Civil e fornece a quantidade aprovada, distribuída, ocupada e vaga. A informação inclui Administração Direta, Autarquias e Fundações, excluindo-se dados sobre cargos do Banco Central do Brasil e das Carreiras de Inteligência da ABIN. A partir de 08/2021 esse conjunto de dados passará a apresentar informações acerca das vacâncias previstas no art. 33 da Lei 8.112/90 e também identificará se o cargo encontra-se em extinção. Arquivo em formato ODS a partir de 08/2021. Cargo público vago é aquele que não está provido, ou seja, está sem titular. O termo vacância é utilizado para descrever os motivos pelo qual um cargo se torna vago.";"Poder Executivo,cargo público,cargos em extinção,cargos vagos,servidor público,vacância";"123";"0";"80787"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Cargos de Direção e Assessoramento Superiores (DAS)";"O conjunto de dados contempla os ocupantes de Cargos de Direção e Assessoramento Superiores (DAS) do Poder Executivo Federal civil, militares dos Ex-Territórios Federais e militares do Governo do Distrito Federal. Os dados apresentados abrangem, dentre outros, informações cadastrais, como nome, órgão, remuneração. Cargo em Comissão: Cargo público de livre nomeação e exoneração, destinado às atribuições de direção, chefia e assessoramento, que pode ser ocupado tanto por pessoa sem vínculo com a Administração Pública Federal, quanto por servidor efetivo e/ou empregado público.

O conjunto de dados está sendo descontinuado, em virtude da criação do Decreto nº 10.829, de 5 de outubro de 2021, por meio do qual os cargos de Direção e Assessoramento Superiores (DAS) foram transformados em Cargos Comissionados Executivos (CCE) e Funções Comissionadas Executivas (FCE).";"Cargo Comissionado,Cargo em Comissão,DAS,Poder Executivo";"93";"1";"1362"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Cargos de Direção e Assessoramento Superiores (DAS) - 1999 a 2016";"Um resumo histórico, desde 1998 dos valores que são pagos pelo exercício de Cargos em Comissão Executivos (CCE), Funções Comissionadas Executivas (FCE), Função Comissionada do Poder Executivo (FCPE) e Cargos em Comissão do Grupo-Direção e Assessoramento Superiores (DAS).";"Poder Executivo Federal,auxílio,natalidade,servidor público";"2";"0";"23"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Carreiras / Cargos";"O conjunto contempla dados das Carreiras/cargos/empregos públicos ocupados por servidores e empregados públicos ativos do Poder Executivo Federal civil, militares dos Ex-Territórios Federais e militares do Governo do Distrito Federal. Os dados apresentados abrange, dentre outros, nome, órgão, remuneração.";"Cargo público,Emprego público,Poder Executivo";"111";"1";"2180"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Estatísticas de adesão ao SouGOV";"Contempla o percentual de adesão dos servidores ao SouGOV. Arquivo em formato ODS.
A planilha contempla duas abas, a primeira apresenta o percentual de adesão ao SouGOV por Grupo Situação do Vínculo e a segunda, apresenta o percentual de adesão por Órgão.";"Estatísticas,Poder Executivo Federal,Servidor Público,SouGOV,adesão";"16";"0";"48"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Exercícios Anteriores";"Apresenta a relação dos servidores do Poder Executivo Federal com exercícios anteriores recebidos e a receber.";"Exercícios anteriores,Poder Executivo Federal,Servidores";"2";"0";"161"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Gratificação Temporária das Unidades dos Sistemas Estruturadores da Administração Pública Federal (GSISTE)";"Contempla os dados cadastrais de servidores públicos efetivos ativos do Poder Executivo Federal Civil que recebem Gratificação Temporária das Unidades dos Sistemas Estruturadores da Administração Pública Federal (Gsiste), como nome, CPF, cargo, órgão. O arquivo disponibilizado reúne informações dos órgãos integrantes do Sistema de Pessoal Civil da Administração Federal (Sipec) e não inclui dados sobre servidores do Banco Central do Brasil.

O presente conjunto de dados foi descontinuado a partir de 08/2021, sendo substituído pelo conjunto de dados Gestão de Pessoas (Executivo Federal) – Gratificações. Para informações a partir de 08/2021, acesse https://dados.gov.br/dataset/gestao-de-pessoas-executivo-federal-gratificacoes


__Conceito__

A Gratificação Temporária das Unidades dos Sistemas Estruturadores da Administração Pública Federal - GSISTE, instituída pela Lei no 11.356, de 19 de outubro de 2006, é concedida aos titulares de cargos de provimento efetivo, em efetivo exercício no órgão central e nos órgãos setoriais, seccionais e correlatos dos seguintes Sistemas estruturados a partir do disposto no Decreto-Lei no 200, de 25 de fevereiro de 1967, enquanto permanecerem nesta condição: I - de Planejamento e de Orçamento Federal; II - de Administração Financeira Federal; III - de Contabilidade Federal; IV - de Controle Interno do Poder Executivo Federal; V - de Informações Organizacionais do Governo Federal - SIORG; VI - de Gestão de Documentos de Arquivo - SIGA; VII - de Pessoal Civil da Administração Federal - SIPEC; VIII - de Administração dos Recursos de Informação e Informática - SISP; e IX - de Serviços Gerais - SISG.

__Política Pública__

Política pública de aperfeiçoamento contínuo dos processos de gestão de pessoas no âmbito da administração pública federal.

__Outras informações__

https://www.gov.br/servidor/pt-br/observatorio-de-pessoal-govbr

http://painel.pep.planejamento.gov.br
";"Ativo,GSISTE,Gratificação,Poder Executivo,servidor público";"59";"0";"466"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Gratificações";"Contempla os dados cadastrais dos servidores públicos efetivos ativos do Poder Executivo Federal Civil que recebem Gratificação Temporária de Atividade em Escola de Governo – GAEG, Gratificação de Incremento à Atividade de Administração do Patrimônio da União – GIAPU, Gratificação Temporária do Sistema de Administração dos Recursos de Tecnologia da Informação – GSISP ou Gratificação Temporária das Unidades dos Sistemas Estruturadores da Administração Pública Federal - GSISTE. Arquivo em formato CSV. O presente conjunto de dados substitui, a partir de 08/2021, o conjunto de dados Gestão de Pessoas (Executivo Federal) - Gratificação Temporária das Unidades dos Sistemas Estruturadores da Administração Pública Federal (GSISTE). Para obter informações acerca das gratificações GSISTE e GIAPU em períodos anteriores a 08/2021, acesse https://dados.gov.br/dataset/gastos-pessoal-gsiste.";"GAEG,GIAPU,GSISP,GSISTE,Poder Executivo,gratificações,servidor público";"54";"0";"2390"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - PDV (Programa de Desligamento Voluntário)";"Relação nominal de servidores públicos efetivos do Poder Executivo Federal Civil que aderiram ao Programa de Desligamento Voluntário-PDV instituído pela Medida Provisória nº 792 de 26 de julho de 2017. O conjunto de dados inclui Administração Direta, Autarquias e Fundações, excluindo-se informações sobre servidores do Banco Central do Brasil e servidores das Carreiras de Inteligência da ABIN.                    

__Conceito__

O PDV é um programa instituído pelo Governo Federal que, na forma da legislação, visa ao desligamento do servidor público ocupante de cargo efetivo na administração pública federal direta, autárquica e fundacional, mediante mecanismo de incentivo financeiro. Por meio do PDV há o rompimento do vínculo funcional com a Administração Pública mediante ato de exoneração.

__Política Pública__

Política pública de aperfeiçoamento contínuo dos processos de gestão de pessoas no âmbito da administração pública federal, política de modernização da Administração e equilíbrio da contas públicas.

__Legislação__

Medida Provisória nº 792 de 26 de julho de 2017.";"MP 792,Poder Executivo,desligamento voluntario,pdv,programa de desligamento voluntario,servidores";"12";"0";"256"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Pensionistas";"As informações disponibilizadas referem-se ao pagamento (rendimento bruto) recebido por pensionistas de servidores instituidores de pensão, constantes no Sistema Integrado de Administração de Pessoal (Siape).Cabe ressaltar que o Ministério da Economia é responsável pelas informações dos servidores instituidores de pensão e pensionistas do Poder Executivo Federal, não incluindo dados dos poderes Judiciário e Legislativo. Também não constam nos arquivos, dados relativos aos servidores do Banco Central do Brasil (1), Ministério da Defesa (2) (com exceção de militares de ex-territórios ou que assumiram cargos civis no Poder Executivo Federal) e Governo do Distrito Federal (3) (Fundo Constitucional), responsáveis pela publicação dos seus dados em portais próprios. Em relação à Agência Brasileira de Inteligência (Abin), os dados funcionais de pessoal são protegidos pela legislação vigente Lei nº 9883 (4) e Portaria Conjunta n° 5, de 05/08/2015/MPOG (5).";"pensionista,pensionistas,poder executivo";"99";"0";"2287"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Pensionistas (beneficiários de pensão)";"O conjunto de dados contempla pensionistas (beneficiários de pensão) do Poder Executivo Federal Civil não incluindo informações sobre Banco Central do Brasil (Bacen) e Agência Brasileira de Inteligência (ABIN).

__Conceito__

Beneficiário de pensão ou pensionista: Dependente do servidor titular de cargo efetivo da União ou do aposentado que faleceu; dependente de anistiado político ou pessoa que receba pensão especial graciosa ou indenizatória, concedida por meio de Lei ou Decreto Presidencial; ou beneficiados dessas condições por decisão judicial, a quem tenha sido concedido o benefício da pensão.

__Política Pública__

Política pública de aperfeiçoamento dos processos de gestão de pessoas no âmbito da administração pública federal, no aspecto relativo à benefícios, previdência própria e complementar.

__Legislação__

Lei nº 8112 de 11 de dezembro de 1990, Lei nº 13.135, de 17 de junho de 2015.

__Outras informações__

http://painel.pep.planejamento.gov.br/QvAJAXZfc/opendoc.htm?document=painelpep.qvw&lang=en-US&host=Local&anonymous=true";"beneficiarios,pensionistas,pensão";"4";"0";"218"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Servidores por Municípios";"Contempla dados cadastrais dos servidores públicos ativos do Poder Executivo Federal Civil por Municípios.
O conjunto de dados não contempla os servidores da Agência Brasileira de Inteligência, Banco Central do Brasil, Defensoria Pública da União, Departamento de Polícia Federal, Departamento de Polícia Rodoviária Federal e os servidores da Carreira de Execução Penal. O Auxílio Natalidade é um benefício devido à servidora por motivo de nascimento de filho, inclusive natimorto, em quantia equivalente ao menor vencimento do serviço público federal vigente na data do nascimento, sendo acrescido de 50% (cinquenta por cento), por nascituro, na hipótese de parto múltiplo. O auxílio natalidade é devido ao cônjuge ou companheiro (servidor público federal), quando a genitora não for ocupante de cargo efetivo regido pela Lei nº 8.112, de 1990. O servidor aposentado possui direito ao auxílio-natalidade.";"Poder Executivo Federal,auxílio,natalidade,servidor público";"8";"0";"91"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Tabela de Remuneração";"Contempla Tabelas de Remuneração e Subsídios atribuídas aos cargos e/ou carreiras do Poder Executivo Federal Civil e dos Ex-Territórios. No conjunto de dados não constam os adicionais, uma vez que esta vantagem é inerente ao servidor.";"Poder Executivo,remuneração,servidor,tabela,tabela remuneração";"44";"0";"982"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) - Unidades Organizacionais da Administração Pública Federal (UORG)";"A funcionalidade abrange Dados UORG’s  , a partir da disponibilização dessa funcionalidade O conjunto de dados contempla a árvore hierárquica de todas as Unidades Organizacionais da Administração Pública Federal. Arquivo em formato CSV.";"Poder Executivo Federal,auxilio,auxilio funeral";"19";"0";"177"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) – Aposentados";"O conjunto contempla dados cadastrais de aposentados sob o regime jurídico único do Poder Executivo Federal Civil, como nome, portaria e tipo de aposentadoria. O aposentado do serviço público é o beneficiário de aposentadoria na forma do artigo 40 da Constituição Federal, do Quadro de Pessoal da Administração Pública Federal Direta - APF, suas autarquias e fundações públicas, seja pela via administrativa ou judicial, ou em decorrência de decisão do Tribunal de Contas da União. Os dados relativos aos aposentados da APF estão distribuídos em arquivos disponibilizados mensalmente e inclui as concessões do benefício de aposentadoria do mês anterior ao da publicação. A primeira divulgação no Portal Brasileiro de Dados Abertos nesse formato foi em 2018 e contempla as informações de novembro de 2016 em diante.";"Aposentados,Poder Executivo,inativos";"128";"0";"3285"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) – Regime Previdenciário e FUNPRESP";"O conjunto de dados contempla os servidoresdo Poder Executivo Federal Civil por Regime Previdenciário e indicador de adesão à Fundação de Previdência Complementar do Servidor Público Federal (FUNPRESP). Os dados são extraídos do Sistema Integrado de Administração de Pessoal (SIAPE) no mês de referência.";"Poder Executivo";"2";"0";"5"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gestão de Pessoas (Executivo Federal) – Remuneração Compensatória - “Quarentena”";"O conjunto contempla dados cadastrais de Ex-dirigentes do Poder Executivo Federal, como nome, Órgão de atuação e remuneração. A remuneração compensatória é a parcela devida em virtude de uma restrição imposta por lei ao ocupante de determinados cargos da Administração Pública Federal, visando resguardar a administração de potenciais danos em casos de existência de conflitos de interesses, devidamente reconhecido pela Comissão de Ética Pública – CEP, ocasionando o impedimento ao referido ocupante de exercer determinadas atividades no período determinado “quarentena”, tal retribuição tem como objetivo não apenas proteger o ex-ocupante do referido cargo, já que se encontra impedido de trabalhar, mas também a própria Administração.";"Poder Executivo,Servidor,quarentena,remuneração compensatória";"109";"0";"534"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gov360";"O Gov360 traz o Raio-X da Administração Pública Federal e é uma
ferramenta gerencial, desenvolvida pela Secretaria de Gestão e
Inovação do Ministério da Gestão e da Inovação em Serviços Públicos
(SEGES/MGI). Tem o objetivo de fomentar o acompanhamento da gestão
pública, do seu aprimoramento por meio do uso de dados e informações,
além de impulsionar o fortalecimento dos Sistemas Estruturadores do
Governo Federal.

O Painel consolida um conjunto de dados sobre:

* Orçamento Primário;
* Pessoal (composição e as características da força de trabalho);
* Estrutura de Cargos e Funções;
* Patrimônio da União (dados de imóveis da união);
* Custeio Administrativo; e
* Soluções de gestão.

Além de poder visualizar os dados pelo painel, é possível também
baixar e utilizar, na forma de dados abertos, as informações nele
mostradas. Isso possibilita a realização de outros tipos de análise
não previstas nas visualizações do painel, além do cruzamento com
outras fontes de dados.

## Organização das t";"Alocacação de Servidores,Bens da União,Cargo e Funções,Cargos alocados,Custeio Administrativo,Custos de Pessoal,Dados de Pessoal do Executivo Federal,Despesa com Pessoal,Força de Trabalho,Gov360,Modernização Administrativa,Orçamento Primário,Pessoal,Servidores,Soluções de Modernização,cargos ocupados,frictionless-data,patrimônio da união";"76";"0";"1549"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Governo Digital - Catálogo de conjuntos de dados que integram o dados.gov.br";"Conjuntos de dados catalogados no Portal Brasileiro de Dados Abertos. Contém, ainda, informações sobre todos os órgãos nele cadastrados.

### Conceito

Agrupamento de informações com os nomes dos órgãos inseridos no portal.

### Política Pública

Fortalecimento da política de dados abertos no executivo federal.

### Legislação

Decreto 8777/2016.

### Veja também

http://wiki.dados.gov.br/Politica-de-Dados-Abertos.ashx

### Outras informações

Consulte o [manual da API do CKAN](https://docs.ckan.org/en/2.6/api/index.html) para saber os parâmetros de consulta e campos de retorno.";"conjuntos de dados,dados,órgãos";"2";"0";"359"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Governo Digital - Plataforma de Análise de Dados da Administração Pública - GovData";"Conjunto de dados que disponibiliza a API de acesso ao catálogo das bases de dados que integram a plataforma GovData.

###Conceito

O GovData disponibiliza uma infraestrutura de datalake, que permite a hospedagem e o cruzamento de grandes volumes de dados. Nele é possível compartilhar informações entre órgãos, mantendo o sigilo e confidencialidade de dados.


###Legislação

Decreto 8789

###Veja também

ck.govdata.gov.br

###Outras informações

http://govdata.gov.br";"GovData,api,conjuntos de dados,dados,govdata";"1";"0";"203"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Gratificação Gsiste";"As informações disponíveis nesta consulta referem-se aos servidores ativos do Poder Executivo Federal, não incluindo portanto, dados sobre servidores aposentados, pensionistas ou instituidores de pensão, nem mesmo sobre servidores dos poderes Judiciário e Legislativo.

Os dados sobre servidores civis têm origem no Sistema Integrado de Administração de Recursos Humanos (Siape) e reúnem informações dos órgãos integrantes do Sistema de Pessoal Civil da Administração Federal (Sipec), além de dados relativos aos servidores do Banco Central do Brasil (Bacen).

A Gratificação Temporária das Unidades dos Sistemas Estruturadores da Administração Pública Federal – GSISTE foi instituída pela Lei nº 11.356, de 19 de outubro de 2006, a  a ser concedida aos titulares de cargos de provimento efetivo, em exercício no órgão central e nos órgãos setoriais, seccionais e correlatos dos sistemas estruturadores de Administração Financeira Federal, de Contabilidade Federal, dentre outros, enquanto permanecerem nessa condição.";"GSISTE,Gratificação,Servidor Público";"1";"0";"107"
