Organização;Nome;Descrição;Tags;Quantidade Recursos;Quantidade Reusos;Quantidade Downloads;_eixo;_matches
Ministério da Gestão e da Inovação em Serviços Públicos;Portal Nacional de Contratações Públicas - PNCP;"Os dados do Portal Nacional de Contratações Públicas (PNCP) constituem um conjunto de informações públicas, estruturadas e disponibilizadas de forma gratuita com o objetivo de promover a transparência, o controle social e a reutilização de dados relacionados às contratações realizadas pela Administração Pública no Brasil, em conformidade com a Lei nº 14.133/2021 (Nova Lei de Licitações e Contratos).

Esses dados abrangem todas as etapas do ciclo da contratação pública, em todas as esferas de governo, desde o planejamento até a execução contratual, permitindo que cidadãos, órgãos de controle, pesquisadores, empresas e desenvolvedores acompanhem e analisem como os recursos públicos estão sendo empregados.

Entre as principais informações disponibilizadas em dados abertos do PNCP, destacam-se:
- Planos de Contratações Anuais (PCA), que demonstram o planejamento das aquisições dos órgãos e entidades;
- Editais e Avisos de processos de contratação, incluindo licitações e contratações diretas;
- Atas de Registro de Preços, com seus respectivos itens, fornecedores e valores;
- Contratos administrativos, contendo dados como objeto, valor, vigência e partes envolvidas;
- Informações sobre órgãos, entidades, unidades administrativas e fornecedores, identificados por CNPJ e demais atributos públicos.

Os dados são disponibilizados em formato aberto e padronizado por meio de API (Interface de Programação de Aplicações) baseada em serviços REST, com respostas em JSON, o que facilita a integração com sistemas externos, a criação de painéis de monitoramento, estudos estatísticos, auditorias e aplicações de inteligência de dados.

O acesso aos dados abertos do PNCP não exige autenticação, reforçando o princípio da publicidade e permitindo que qualquer interessado consulte, reutilize e cruze as informações, respeitados os limites legais de sigilo e proteção de dados pessoais.

Dessa forma, os dados abertos do PNCP consolidam-se como um instrumento estratégico de governança pública, fortalecendo a transparência, a eficiência administrativa e o controle social sobre as contratações públicas em todas as esferas de governo.";CONTRATOS,Compras governamentais,Contrata mais Brasil,Contratações,Lei 14.133 de 2021,PNCP;2;0;144;Compras/Contratos/Licitações/Orçamento;ata,compra,compras,contrat,contratação,contrato,contratos,fornecedor,licita,registro de preços
Ministério da Gestão e da Inovação em Serviços Públicos;Fluxo de Compartilhamento de Dados Pessoais do Cadastro Ambiental Rural (CAR);Este fluxo detalhado foi criado para o compartilhamento de dados pessoais do Cadastro Ambiental Rural (CAR) com órgãos e entidades da administração pública federal direta, autárquica e fundacional, os demais Poderes da União e os estados. O processo é conduzido em estrito cumprimento da Lei nº 13.709, de 14 de agosto de 2018 (Lei Geral de Proteção de Dados Pessoais - LGPD) e do Decreto nº 10.046, de 9 de outubro de 2019, garantindo a governança e a segurança no tratamento e compartilhamento das informações.;Cadastro,Código Florestal,Meio Ambiente;1;0;141;Compras/Contratos/Licitações/Orçamento;ata
Ministério da Gestão e da Inovação em Serviços Públicos;Empresas Estatais Federais - Dados Financeiros;"Dados Financeiros das Empresas Estatais Federais.

__Conceito__

Os dados financeiros compreendem os demonstrativos contábeis: Balanço Patrimonial (Balanço), Demonstração do Resultado do Exercício (DRE), Demonstração do Valor Adicionado (DVA) e Demonstração do Fluxo de Caixa (DFC). Além disso, são apresentados os dados de Participação Societária, Composição Acionária e Auditoria Externa.

__Legislação__

Lei nº 13.303, de 2016 (Lei das Estatais);
Lei nº 6.404, de 1976 (Lei das Sociedades por Ações);
Resolução CFC 686, de 1990.

__Veja Também__

Visite também o Panorama das Estatais para obter outras informações sobre as Empresas Estatais Federais:

https://panoramadasestatais.gestao.gov.br/";Empresas Estatais,Governo Federal;1;0;135;Compras/Contratos/Licitações/Orçamento;ata
Ministério da Gestão e da Inovação em Serviços Públicos;Gestão de Pessoas (Executivo Federal) - Boletim Estatístico de Pessoal (BEP) - maio/1996 a dez/2016;"Demonstrativo de dados estatísticos como despesa de pessoal da União, quantitativo de servidores públicos, distribuição por faixa de remuneração, informações organizacionais.

__Conceito__

O BEP, maio/1996 a dezembro/2016, é uma publicação em formato de PDF contendo dados estatísticos de pessoal da União, atualizados mensalmente. Em março de 2017, o BEP foi substituído pelo Painel Estatístico de Pessoal (PEP), que concentra as informações estatísticas de pessoal do Poder Executivo Federal, a partir de janeiro de 2017, atualizado mensalmente.

__Política Pública__

Política pública de aperfeiçoamento contínuo dos processos de gestão de pessoas no âmbito da administração pública federal e Política Nacional de Desenvolvimento de Pessoal.

__Outras informações__

https://www.gov.br/economia/pt-br/assuntos/planejamento/gestao-publica/arquivos-e-publicacoes/bep";BEP,PEP,Poder Executivo Federal;1;0;133;Compras/Contratos/Licitações/Orçamento;despesa
Ministério da Gestão e da Inovação em Serviços Públicos;Dados referentes a preços públicos de bens e serviços de Tecnologia da Informação;"Dados estáticos referentes a compras públicas extraídos do Sistema Integrado de Administração de Serviços Gerais (SIASG), do período de 01/01/2017 a 30/04/2019.

As planilhas estão divididas por período de tempo (quadrimestre). Elas englobam os seguintes bens e serviços de TIC:

1. Serviços de TI - Certificação Digital;
2. Serviços de TI - Comunicação de Dados;
3. Serviços de TI - Digitalização de documentos;
4. Serviços de TI - Fábrica de Software;
5. Serviços de TI - Outsourcing de Impressão;
6. Serviços de TI - Service Desk;
7. Bens de TI - Ativos de Rede;
8. Bens de TI - Computadores desktop;
9. Bens de TI - Impressoras;
10. Bens de TI - Insumos e Peças para Impressoras;
11. Bens de TI - Monitores;
12. Bens de TI - Notebooks;
13. Bens de TI - Pendrives e HD externo;
14. Bens de TI - Scanners;
15. Bens de TI - Servidores de Rede;
16. Bens de TI - Softwares e Aplicativos;
17. Bens de TI - Storage;
18. Bens de TI - Tablets;
19. Bens de TI - Videoconferência.

Esclarece-se os dados disponibilizados nas planilhas contém extrações realizadas entre  01/01/2017 a 30/04/2019 e foram tratadas com filtros, e que, a partir desta data, com a implantação do Painel de Preços e Painel de Compras, descontinuou-se as extrações, uma vez que com a plena implantação dos paineis, o usuário poderá acessar diretamente os dados, na forma bruta, ou aplicar filtros para acessar os dados de interesse, diretamente da fonte. 

Ferramentas de disponibilização de dados de compras públicas:

1- Painel de Compras em:
http://paineldecompras.economia.gov.br/;

2- Painel de Preços em:
https://paineldeprecos.planejamento.gov.br/

3- API de Compras Governamentais: http://compras.dados.gov.br/docs/home.html

4- Comprasnet Contratos: https://contratos.comprasnet.gov.br/transparencia/contratos";Licitações e Contratos,compras governamentais,licitação;7;0;126;Compras/Contratos/Licitações/Orçamento;ata,compra,compras,comprasnet,contrat,contrato,contratos,licita,licitação,siasg
Ministério da Gestão e da Inovação em Serviços Públicos;Dados do Serviço de Adesão ao Sistema Compras.Gov e seus módulos;Este conjunto de dados contém informações dos órgãos que não pertencem ao Sistema de Serviços Gerais, mas que aderiram ao Sistema de Integrado de Administração e Serviços Gerais (SIASG), com toda a fase de adesão realizada por meio do Sistema de Gestão de Acesso (SGA). Abrange dados de órgãos estaduais, municipais, do Distrito Federal e de entidades privadas sem fins lucrativos, além de alguns órgãos federais que não estão cobertos pelo Decreto nº 1.094, de 23 de março de 1994. As informações incluem detalhes como CNPJ, nome do órgão, endereço, CEP, UF, código UASG, entre outros.;compras,sga,siasg;2;0;114;Compras/Contratos/Licitações/Orçamento;compra,compras,compras.gov,siasg
Ministério da Gestão e da Inovação em Serviços Públicos;Relação de aplicativos móveis disponivel na Conta única de Governo;"Informações sobre os aplicativos móveis do Governo Federal, registrados na conta única GOV.BR da Administração Pública Federal, conforme disposto no Decreto nº 9.756/2019. Os dados são atualizados **semanalmente** para refletir a lista de aplicativos disponíveis na conta unificada do Governo.

As informações disponibilizadas nesta página são mantidas atualizadas, garantindo que o arquivo acessível por meio do link na seção de **Recursos** contenha sempre a versão mais recente dos dados. Essa prática visa assegurar que os usuários tenham acesso contínuo às informações mais atualizadas sobre os aplicativos móveis do Governo Federal.

Para atender demandas específicas por versões históricas ou arquivos correspondentes a datas anteriores, solicitações devem ser encaminhadas diretamente à área técnica responsável. É necessário especificar a data exata do arquivo desejado no pedido, que pode ser enviado para o e-mail de contato técnico disponibilizado.";aplicativo móvel,conta única;2;0;104;Compras/Contratos/Licitações/Orçamento;ata,licita
Ministério da Gestão e da Inovação em Serviços Públicos;Gestão de Pessoas (Executivo Federal) - Servidores por Municípios;"Contempla dados cadastrais dos servidores públicos ativos do Poder Executivo Federal Civil por Municípios.
O conjunto de dados não contempla os servidores da Agência Brasileira de Inteligência, Banco Central do Brasil, Defensoria Pública da União, Departamento de Polícia Federal, Departamento de Polícia Rodoviária Federal e os servidores da Carreira de Execução Penal. O Auxílio Natalidade é um benefício devido à servidora por motivo de nascimento de filho, inclusive natimorto, em quantia equivalente ao menor vencimento do serviço público federal vigente na data do nascimento, sendo acrescido de 50% (cinquenta por cento), por nascituro, na hipótese de parto múltiplo. O auxílio natalidade é devido ao cônjuge ou companheiro (servidor público federal), quando a genitora não for ocupante de cargo efetivo regido pela Lei nº 8.112, de 1990. O servidor aposentado possui direito ao auxílio-natalidade.";Poder Executivo Federal,auxílio,natalidade,servidor público;8;0;91;Compras/Contratos/Licitações/Orçamento;ata
Ministério da Gestão e da Inovação em Serviços Públicos;Metadados para API SICAR Demonstrativo - ConectaGov;"Metadados para os Atributos Listados Abaixo da API de Demonstrativo de Imóvel do CAR por meio de Código do Imóvel no Sicar a ser consultado e Informações de Acesso para essa API:

Parâmetros de Entrada
codigoImovel.

Parâmetros de Saída
situacaoImovel;
codigoImovel;
descricaoEtapaCadastro;
areaTotalImovel;
quantidadeModulosFiscais;	
dataCadastro;
dataUltimaAtualizacaoCadastro;	
codigoMunicipio;	
municipio;
unidadeFederativa;
coordenadasImovelX;	
coordenadasIimovelY;	
areaRemanescenteVegetacaoNativa;	
areaConsolidada;
areaServidaoAdministrativa;	
situacaoReservaLegal;	
areaReservaLegalAverbadaDocumental;	
areaReservaLegalAverbada;	
areaReservaLegalAprovadaNaoAverbada;	
areaReservaLegalProposta;
areaReservaLegalDeclaradaProprietarioPossuidor;	
areaPreservacaoPermanente;	
areaPreservacaoPermanenteAreaRuralConsolida;	
areaPreservacaoPermanenteAreaRemanescenteVegetacaoNativa;	
areaUsoRestritoDeclividade;	
areaReservaLegalPassivoExcedente;
areaReservaLegalRecompor;	
areaPreservacaoPermanenteRecomporÁrea;	
areaUsoRestritoRecompor;	
areaReservaLegalRecompor;
sobreposicoesTerraIndigena;	
sobreposicoesUnidadeConservacao;
sobreposicoesAreasEmbargadas;	
poligonoAreaImovel.

Conforme detalhes em: https://www.gov.br/conecta/catalogo/apis/api-sicar-demonstrativo";Cadastro,Código Florestal,Meio Ambiente;1;0;68;Compras/Contratos/Licitações/Orçamento;ata
Ministério da Gestão e da Inovação em Serviços Públicos;Etapas executadas na plataforma de automação de serviços públicos do gov.br;"Dados anonimizados das etapas executadas na plataforma de automação de serviços públicos do gov.br, tais como, protocolo, órgão, serviço, etapas, fases, status e datas.
* Importante: O arquivo JSON disponibilizado para download no recurso é atualizado mensalmente.";Atendimento ao cidadão,Decreto 8936-2016,Estratégia de Governo Digital,automação,digitalização de serviços,gov.br,serviços públicos,tempo de execução;2;0;63;Compras/Contratos/Licitações/Orçamento;ata
Ministério da Gestão e da Inovação em Serviços Públicos;Imóveis da União - Arrecadação Patrimonial;"Em atendimento à [__Lei nº 12.527, de 2011 - Lei de Acesso à Informação__](http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12527.htm); ao Decreto nº 8.777, de 2016, que institui a Política de Dados Abertos do Governo Federal; e ao [__Plano de Dados Abertos do Ministério da Gestão e Inovação em Serviço Público__](http://www.planejamento.gov.br/servicos/central-de-conteudos/publicacoes/plano-de-dados-abertos-pda), a Secretaria do Patrimônio da União publica, neste espaço, dados sobre os bens imobiliários da União registrados em seus bancos de dados.

A Secretaria do Patrimônio da União possui uma página de [__Transparência Ativa__](https://qlik-publico.paineis.gov.br/extensions/transparencia-ativa/transparencia-ativa.html), que fornece, à sociedade, todas as informações referente aos imóveis em si e sobre os ocupantes de imóveis da União. A separação visa a resguardar informações pessoais, nos termos do art. 55 do Decreto nº 7.724, de 2012, que regulamenta a Lei de Acesso à Informação.

O cidadão também poderá ter acesso a outras publicações, referente aos imóveis da União, como Depreciação, Arrecadação e Repasse aos municípios, podendo efetuar a baixa destes dados para consultas.

Veja alguns conceitos importantes:

##Imóveis dominiais:

Trata-se de imóveis da União que não são ocupados pela Administração Pública, mas por terceiros. A ocupação pode ser em caráter precário, como é o caso da Inscrição de Ocupação e da Autorização de Uso, ou por meio de instrumentos de direito real para fins de regularização fundiária, tais como: Aforamentos; Concessões de Direito Real de Uso (CDRU); e Concessão de Uso Especial para fins de Moradia (CUEM). 

##Imóveis de Uso Especial:

São os imóveis que se destinam à execução de serviços administrativos ou à prestação de serviços públicos em geral, tais como prédios de repartições públicas. Um prédio onde esteja instalado um hospital público ou uma escola pública também se enquadram na categoria de bens de uso especial. 

[__Clique aqui__](http://www.planejamento.gov.br/assuntos/gestao/patrimonio-da-uniao/destinacao-de-imoveis/instrumentos-de-destinacao) para saber mais sobre os instrumentos de destinação patrimonial.

*RIP – Registro Imobiliário Patrimonial*
É o registro correspondente à utilização, código numérico gerado de acordo com lei de formação estabelecida pela SPU. Conforme informado na lei de formação, é utilizada tanto para o registro de unidades autônomas – matrícula individualizada em cartório, chamada de “RIP imóvel” – como para as utilizações, chamadas de “RIP utilização”. Sua lei de formação é MMMM SSSSS 500 D, onde

    MMMM é o código do Município de localização do Imóvel.
    SSSSS, sequencial dentro do Município.
    500: valor fixo para imóveis de Uso Especial.
    D: DV módulo 11, ciclo 9.


A *Conceituação dos imóveis* diz respeito ao tipo de bens da União, conforme definido no art. 20 da Constituição Federal, tais como Terrenos de Marinha, Terrenos de Marginal de Rio, Ilhas, Terras Indígenas, entre outros.

[__Clique aqui__](http://www.planejamento.gov.br/assuntos/gestao/patrimonio-da-uniao/bens-da-uniao)
 para saber mais  sobre bens da União.";Aforamento,Arrecadação,CDRU,CUEM,Imóveis,Ocupação,Patrimônio Imobiliário,TAUS;1;0;54;Compras/Contratos/Licitações/Orçamento;ata
Ministério da Gestão e da Inovação em Serviços Públicos;Metadados para API Sicar Imóvel - ConectaGov;"Metadados para os Atributos Listados Abaixo da API de Consulta de imóvel do CAR por meio de CPF ou CNPJ e Informações de Acesso para essa API:

Parâmetros de Entrada
codigoImovel.

Parâmetros de Saída
identificadorImovel;	
codigoImovel;
codigoVersao;
tipoOrigem;	
protocolo;	
dataUltimoProtocolo;	
statusImovel;	
tipoImovel;	
cpfCadastrante;	
nomeCadastrante;	
nomeImovel;
fracaoIdeal;	
identificadorMunicipio;	
municipio;	
areaTotalImovel;	
numeroModulosFiscais;	
dataCriacaoRegistro;	
dataAtualizacaoRegistro;	
areaTotal;
declaracaoAnterior;	
declaracaoPosterior;	
situacao;
situacaoMigracao;
aderiuPra.

Conforme detalhes em: https://www.gov.br/conecta/catalogo/apis/sicar-imovel";Cadastro,Código Florestal,Meio Ambiente;1;0;46;Compras/Contratos/Licitações/Orçamento;ata
Ministério da Gestão e da Inovação em Serviços Públicos;Imóveis da União - Depreciação dos Imóveis em Uso Especial;"Em atendimento à [__Lei nº 12.527, de 2011 - Lei de Acesso à Informação__](http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12527.htm); ao Decreto nº 8.777, de 2016, que institui a Política de Dados Abertos do Governo Federal; e ao [__Plano de Dados Abertos do Ministério da Gestão e Inovação em Serviço Público__](http://www.planejamento.gov.br/servicos/central-de-conteudos/publicacoes/plano-de-dados-abertos-pda), a Secretaria do Patrimônio da União publica, neste espaço, dados sobre os bens imobiliários da União registrados em seus bancos de dados.

A Secretaria do Patrimônio da União possui uma página de [__Transparência Ativa__](https://qlik-publico.paineis.gov.br/extensions/transparencia-ativa/transparencia-ativa.html), que fornece, à sociedade, todas as informações referente aos imóveis em si e sobre os ocupantes de imóveis da União. A separação visa a resguardar informações pessoais, nos termos do art. 55 do Decreto nº 7.724, de 2012, que regulamenta a Lei de Acesso à Informação.

O cidadão também poderá ter acesso a outras publicações, referente aos imóveis da União, como Depreciação, Arrecadação e Repasse aos municípios, podendo efetuar a baixa destes dados para consultas.

Veja alguns conceitos importantes:

##Imóveis dominiais:

Trata-se de imóveis da União que não são ocupados pela Administração Pública, mas por terceiros. A ocupação pode ser em caráter precário, como é o caso da Inscrição de Ocupação e da Autorização de Uso, ou por meio de instrumentos de direito real para fins de regularização fundiária, tais como: Aforamentos; Concessões de Direito Real de Uso (CDRU); e Concessão de Uso Especial para fins de Moradia (CUEM). 

##Imóveis de Uso Especial:

São os imóveis que se destinam à execução de serviços administrativos ou à prestação de serviços públicos em geral, tais como prédios de repartições públicas. Um prédio onde esteja instalado um hospital público ou uma escola pública também se enquadram na categoria de bens de uso especial. 

[__Clique aqui__](http://www.planejamento.gov.br/assuntos/gestao/patrimonio-da-uniao/destinacao-de-imoveis/instrumentos-de-destinacao) para saber mais sobre os instrumentos de destinação patrimonial.

*RIP – Registro Imobiliário Patrimonial*
É o registro correspondente à utilização, código numérico gerado de acordo com lei de formação estabelecida pela SPU. Conforme informado na lei de formação, é utilizada tanto para o registro de unidades autônomas – matrícula individualizada em cartório, chamada de “RIP imóvel” – como para as utilizações, chamadas de “RIP utilização”. Sua lei de formação é MMMM SSSSS 500 D, onde

    MMMM é o código do Município de localização do Imóvel.
    SSSSS, sequencial dentro do Município.
    500: valor fixo para imóveis de Uso Especial.
    D: DV módulo 11, ciclo 9.


A *Conceituação dos imóveis* diz respeito ao tipo de bens da União, conforme definido no art. 20 da Constituição Federal, tais como Terrenos de Marinha, Terrenos de Marginal de Rio, Ilhas, Terras Indígenas, entre outros.

[__Clique aqui__](http://www.planejamento.gov.br/assuntos/gestao/patrimonio-da-uniao/bens-da-uniao)
 para saber mais  sobre bens da União.";Depreciação,SPU,patrimônio da união,uso especial;1;0;43;Compras/Contratos/Licitações/Orçamento;ata
Ministério da Gestão e da Inovação em Serviços Públicos;Relação dos empregados terceirizados do Ministério da Gestão e da Inovação em Serviços Públicos;"Relação atualizada de empregados terceirizados contratados pelo Ministério da Gestão e da Inovação em Serviços Públicos (MGI). 
A listagem é disponibilizada no portal do MGI, na seção ""Acesso à informação - Servidores - Relação completa de empregados terceirizados"" ou pelo link direto https://www.gov.br/gestao/pt-br/acesso-a-informacao/servidores/relacao-completa-de-empregados-terceirizados.
Além disso, a relação é encaminhada quadrimestralmente à Controladoria-Geral da União (CGU), em cumprimento às normas de transparência e controle institucional.";MGI,Terceirização,colaboradores terceirizados ;1;0;42;Compras/Contratos/Licitações/Orçamento;ata,contrat
Ministério da Gestão e da Inovação em Serviços Públicos;Sistema de Orientação Técnica (SOT);"Dados referentes às orientações técnicas prestadas sobre gestão de documentos pelo Arquivo Nacional. Informações a serem disponibilizadas: Órgão solicitante; Local; Título; Data de criação; Descrição (verificar se na descrição pode existir dados pessoais que inviabilizem a disponibilização do campo informacional sem anonimização).";Arquivo Nacional,Orientações Técnicas;4;0;42;Compras/Contratos/Licitações/Orçamento;ata,licita
Ministério da Gestão e da Inovação em Serviços Públicos;Gestão de Pessoas (Executivo Federal) - Auxílio-Reclusão;"Contempla dados cadastrais e financeiros dos servidores públicos ativos do Poder Executivo Federal Civil que recebem Auxílio Reclusão. Arquivo em formato CSV.
O conjunto de dados não contempla os servidores da Agência Brasileira de Inteligência, Banco Central do Brasil, Defensoria Pública da União, Departamento de Polícia Federal, Departamento de Polícia Rodoviária Federal e os servidores da Carreira de Execução Penal. O Auxílio Pré-Escolar é um benefício concedido aos servidores ativos para auxiliar nas despesas pré-escolares de filhos ou dependentes na faixa etária compreendida do nascimento aos 06 (seis) anos de idade.";Poder Executivo Federal,Servidor Público,Servidor Público Federal,auxílio,auxílio pré-escolar;13;0;39;Compras/Contratos/Licitações/Orçamento;despesa
Ministério da Gestão e da Inovação em Serviços Públicos;Empresas Estatais Federais - Programa de Dispêndios Globais;"Usos (Aplicação dos Recursos) e Fontes (Origem dos Recursos) do Programa de Dispêndios Globais.

__Conceito__

O Programa de Dispêndios Globais – PDG é a peça orçamentária das empresas estatais federais não dependentes na visão do Governo Federal. Isso porque compreende as fontes de recursos e os dispêndios previstos para o ano de referência, mantendo-se o alinhamento com os registros contábeis das respectivas empresas, em um Plano de Contas Único que possibilita a padronização e a sistematização da troca de informações econômico-financeiras. O PDG representa importante instrumento para a coordenação e o monitoramento da atuação das estatais federais não dependentes ao captar informações que permitem conhecer o desempenho das empresas no que se refere à geração de receitas e resultados, gestão de despesas, produtividade, entre outros.

__Legislação__

Lei de Diretrizes Orçamentárias – LDO, uma lei anual, que em relação ao PDG estabelece a meta de resultado primário a ser observada no exercício seguinte e a possibilidade de compensação entre as metas estabelecidas para os Orçamentos Fiscal e da Seguridade Social e para o PDG. 

Lei Orçamentária Anual - LOA, uma lei anual, que em relação ao PDG apresenta o demonstrativo sintético, por empresa, informando as fontes de financiamento, suas respectivas aplicações, bem como o resultado primário dessas empresas.

Lei nº 13.303, de 2016 (Lei das Estatais).

Lei nº 6.404, de 1976 (Lei das Sociedades por Ações).

Decreto Presidencial de aprovação do PDG, um decreto anual.

__Veja Também__

Visite também o Panorama das Estatais para obter outras informações sobre as Empresas Estatais Federais:

https://panoramadasestatais.gestao.gov.br/";Empresas Estatais,Governo Federal,Orçamento;1;0;37;Compras/Contratos/Licitações/Orçamento;ata,despesa,empenh,empenho,orçament,receita
Ministério da Gestão e da Inovação em Serviços Públicos;Diretório Brasil de Arquivos (Dibrarq);"O Diretório Brasil de Arquivos (DIBRARQ) é uma iniciativa do Arquivo Nacional e o do Conselho Nacional de Arquivos (Conarq) que reúne informações sobre instituições e pessoas que guardam e promovem o acesso aos documentos que custodiam. Como benefício, incrementa a visibilidade dessas entidades custodiadoras de acervos. Informações a serem disponibilizadas: Entidade custodiadora; Nível de descrição; Objeto digital disponível; Instrumento de pesquisa; Status dos direitos autorais; Designação geral do material; Data inicial; Data final.";Arquivo Nacional;4;0;36;Compras/Contratos/Licitações/Orçamento;ata
Ministério da Gestão e da Inovação em Serviços Públicos;almoxarifado virtual nacional avn;"O conjunto de dados refere-se ao Almoxarifado Virtual Nacional (AVN), modelo centralizado de fornecimento de materiais de almoxarifado no âmbito do Poder Executivo Federal, que substitui a aquisição via pregão por serviço de outsourcing. A execução contratual é realizada pelas empresas BR Supply e Autopel, responsáveis pelo fornecimento e logística em todo o território nacional.
Os dados abrangem informações sobre pedidos, itens, unidades demandantes, valores, prazos e entregas. As bases são disponibilizadas diariamente pelas contratadas, com posição do dia anterior, e hospedadas na Coordenação-Geral de Informação (CGINF), vinculada à Secretaria de Gestão (Seges) do Ministério da Gestão e da Inovação em Serviços Públicos (MGI). Objetivo de consumo sustentável 12 (consumo e produção sustentáveis): Meta 12.7: Promover práticas de compras públicas sustentáveis; Meta 12.c: Remover distorções de mercado que incentivam o consumo desnecessário";bases,bases de dados,catálogo,dados;2;0;35;Compras/Contratos/Licitações/Orçamento;ata,compra,compras,contrat,pregão
Ministério da Gestão e da Inovação em Serviços Públicos;Metadados para API Sicar Tema - ConectaGov;"Metadados para os Atributos Listados Abaixo da API Sicar Tema por meio do Código do Imóvel e Informações de Acesso para essa API:

Parâmetros de Entrada
codigoImovel.

Parâmetros de Saída
tema;
identificadorImovel;	
areaTotalTema;	
geoAreaTema;

Conforme detalhes em: https://www.gov.br/conecta/catalogo/apis/sicar-tema";Cadastro,Código Florestal,Meio Ambiente;1;0;33;Compras/Contratos/Licitações/Orçamento;ata
Ministério da Gestão e da Inovação em Serviços Públicos;Demonstrações Contábeis MGI;As Demonstrações Contábeis são elaboradas em consonância com os dispositivos da Lei nº 4.320/1964, do Decreto-Lei nº 200/1967, do Decreto nº 93.872/1986, da Lei nº 10.180/2001 e da Lei Complementar nº 101/2000. Abrangem, também, as Normas Brasileiras de Contabilidade Aplicadas ao Setor Público (NBC TSP) do Conselho Federal de Contabilidade (CFC), o Manual de Contabilidade Aplicada ao Setor Público (MCASP) e o Manual SIAFI, ambos da Secretaria do Tesouro Nacional (STN). As Demonstrações Contábeis foram elaboradas a partir das informações constantes no Sistema Integrado de Administração Financeira do Governo Federal (SIAFI), e tiveram como escopo as informações consolidadas das contas contábeis das unidades do Ministério da Gestão e da Inovação em Serviços Públicos, administração direta, que é integrante do Orçamento Fiscal e da Seguridade Social (OFSS).;Demonstrações Contábeis,SIAFI;1;0;26;Compras/Contratos/Licitações/Orçamento;orçament,siafi,tesouro
Ministério da Gestão e da Inovação em Serviços Públicos;Ofício de Notas da Cidade do Rio de Janeiro;"Os registros da base de dados Ofícios de Notas dizem respeito às fichas produzidas na década de 1970 pela antiga Seção do Poder Judiciário do Arquivo Nacional. Esse trabalho não abrange o 6º, 9º, 13º e 17º Ofício de Notas do Rio de Janeiro, pois não foram recolhidos a esta instituição. Informações a serem disponibilizadas: Fundo/Coleção; Série; Título; Sobrenome; Prenome; Responsabilidade; Sobrenome; Prenome; Responsabilidade; Livro; Data.";Arquivo Nacional;4;0;25;Compras/Contratos/Licitações/Orçamento;ata
Ministério da Gestão e da Inovação em Serviços Públicos;VLibras - Portais Governamentais com Suíte Vlibras;"Este conjunto de dados apresenta um **inventário atualizado** dos Portais Governamentais brasileiros que implementaram a **Suíte VLibras**, ferramenta essencial para a **acessibilidade** e a tradução de conteúdos para a **Língua Brasileira de Sinais (Libras)**. O *dataset* é focado exclusivamente em órgãos da Administração Pública Federal e suas esferas, abrangendo os seguintes domínios:

* `.gov.br` (Poder Executivo Federal e autarquias)
* `.jus.br` (Poder Judiciário)
* `.leg.br` (Poder Legislativo)
* `.mil.br` (Forças Armadas)
* `.mp.br` (Ministério Público)

A publicação inaugural deste *dataset* tem como **marco temporal o período de 01/11/2025 a 07/11/2025**. Para garantir a relevância e o valor do dado, a atualização do conjunto é realizada de forma **automática e contínua**, passando a ter como periodicidade o **período mensal completo** nos meses subsequentes. Este modelo assegura que a informação sobre a adoção da tecnologia VLibras seja sempre atualizada. Para solicitações de **histórico de publicações** ou dúvidas sobre o conjunto de dados, favor enviar a requisição para o e-mail da área técnica responsável: **cgplt.sgd@gestao.gov.br**.";vlibras;1;0;25;Compras/Contratos/Licitações/Orçamento;ata,licita
Ministério da Gestão e da Inovação em Serviços Públicos;Gestão de Pessoas (Executivo Federal) - Cargos de Direção e Assessoramento Superiores (DAS) - 1999 a 2016;Um resumo histórico, desde 1998 dos valores que são pagos pelo exercício de Cargos em Comissão Executivos (CCE), Funções Comissionadas Executivas (FCE), Função Comissionada do Poder Executivo (FCPE) e Cargos em Comissão do Grupo-Direção e Assessoramento Superiores (DAS).;Poder Executivo Federal,auxílio,natalidade,servidor público;2;0;23;Compras/Contratos/Licitações/Orçamento;ata,pago
Ministério da Gestão e da Inovação em Serviços Públicos;Dados sobre os normativos e orientacoes do poder executivo federal sobre contratacoes de TIC;Dados sobre os normativos e orientações vigentes do poder executivo federal sobre contratações de TIC. Leis, Decretos, Instruções Normativas da Secretaria de Governo Digital, outras Instruções Normativas, Portarias, Leis e Normas Revogadas.;Normativos sobre contratações de TIC,contratações de TIC;1;0;19;Compras/Contratos/Licitações/Orçamento;ata,contrat
Ministério da Gestão e da Inovação em Serviços Públicos;Catálogo de Serviços Compartilhados do ColaboraGov;O Catalogo de Serviços é uma lista organizada de todos os serviços que o MGI oferece aos órgãos do ColaboraGov. Ele funciona como uma vitrine, onde os colaboradores podem encontrar informações sobre os serviços disponíveis, como descrições, prazos de entrega, custos e como solicitá-los. É possível acessa-lo através do seguinte portal https://www.gov.br/servicoscompartilhados/pt-br/servicos/catalogo-de-servicos;catalogo;1;0;18;Compras/Contratos/Licitações/Orçamento;ata
